image_id,antelope,bat,beaver,bobcat,buffalo,chihuahua,chimpanzee,collie,dalmatian,german+shepherd,grizzly+bear,hippopotamus,horse,killer+whale,mole,moose,mouse,otter,ox,persian+cat,raccoon,rat,rhinoceros,seal,siamese+cat,spider+monkey,squirrel,walrus,weasel,wolf
Img-11.jpg,0.000505029,4.37E-07,4.99E-05,1.04E-05,0.000555151,4.55E-06,1.35E-05,0.00035886,2.49E-05,2.16E-05,1.36E-05,0.000103795,0.003331043,4.13E-06,2.49E-06,0.000495863,3.53E-06,2.57E-06,0.99294645,1.15E-05,1.01E-06,1.61E-05,0.001496758,1.22E-06,2.07E-06,5.79E-06,5.63E-06,5.86E-06,5.89E-06,5.00E-07
Img-12.jpg,1.48E-07,1.30E-06,1.41E-07,1.51E-05,8.87E-08,3.91E-06,1.76E-06,2.18E-06,1.95E-07,3.33E-07,3.50E-08,4.77E-07,2.35E-07,4.12E-07,4.79E-08,3.12E-07,1.45E-06,2.76E-07,1.06E-07,0.99825543,3.75E-07,2.66E-06,6.85E-08,1.97E-08,0.001711028,4.72E-07,7.79E-07,1.45E-07,2.68E-07,2.42E-07
Img-13.jpg,0.9998066,2.01E-07,5.35E-08,1.29E-05,9.91E-08,2.86E-06,1.27E-08,0.000105658,6.77E-06,1.92E-06,1.02E-08,7.36E-08,1.53E-06,3.39E-07,7.79E-08,1.90E-05,4.57E-06,1.14E-07,4.42E-07,1.38E-07,1.98E-07,2.96E-07,4.51E-08,1.26E-08,4.46E-07,3.34E-07,2.58E-07,1.71E-08,3.30E-05,2.34E-06
Img-14.jpg,7.20E-07,3.07E-07,5.45E-06,2.56E-07,9.48E-06,9.32E-07,1.47E-06,1.03E-05,1.94E-06,2.96E-06,1.42E-05,0.002591097,3.31E-07,4.48E-06,1.14E-05,1.75E-07,2.66E-07,0.000694466,4.88E-06,1.08E-06,1.21E-06,2.14E-06,1.01E-06,0.9611888,1.82E-06,7.68E-07,5.57E-07,0.035443906,2.61E-06,9.99E-07
Img-15.jpg,1.24E-09,3.81E-09,6.44E-08,5.01E-08,4.44E-10,2.78E-09,1.21E-09,4.29E-09,9.66E-07,2.08E-09,8.85E-08,1.51E-08,6.80E-09,2.02E-07,9.01E-09,1.42E-09,1.23E-08,0.000289403,4.75E-09,7.59E-09,2.44E-08,1.75E-08,1.45E-09,0.99925345,4.13E-08,2.37E-08,7.63E-09,0.000454175,1.17E-06,2.70E-09
Img-16.jpg,2.35E-05,0.000181375,0.00076824,2.52E-05,3.24E-06,1.44E-06,2.47E-06,1.05E-06,0.000237685,1.92E-07,1.64E-06,5.14E-05,1.78E-06,6.29E-06,7.68E-05,7.19E-06,0.3551827,0.15006956,2.72E-06,5.24E-07,3.64E-06,0.003374295,2.00E-07,2.53E-05,3.10E-06,1.32E-06,3.07E-06,3.30E-06,0.4899351,5.80E-06
Img-17.jpg,3.11E-06,5.09E-07,3.18E-06,4.54E-06,5.12E-07,2.75E-07,1.71E-06,4.21E-05,5.63E-06,0.9998482,2.68E-06,3.62E-07,9.32E-06,5.06E-06,1.71E-07,1.85E-05,1.57E-06,4.97E-07,2.27E-06,1.11E-07,2.56E-07,7.24E-07,7.97E-08,3.24E-07,4.58E-06,4.49E-06,4.10E-06,6.24E-07,1.46E-06,3.31E-05
Img-18.jpg,3.94E-08,2.85E-06,1.30E-06,1.21E-06,2.66E-07,1.06E-07,3.88E-06,1.10E-05,7.56E-07,8.25E-07,0.999942,7.11E-08,6.97E-07,6.99E-07,5.53E-07,1.02E-06,1.09E-07,3.17E-06,3.84E-06,5.48E-07,1.90E-06,1.05E-08,1.21E-06,1.51E-07,3.11E-07,6.55E-07,6.68E-07,8.45E-06,1.11E-06,1.08E-05
Img-19.jpg,3.04E-06,6.14E-06,6.46E-06,1.20E-06,1.52E-05,3.20E-09,7.01E-07,1.56E-09,7.27E-09,1.58E-07,2.66E-07,6.50E-07,4.41E-09,8.36E-09,4.13E-07,0.9999603,1.34E-07,2.83E-06,1.71E-07,4.22E-09,5.86E-07,8.01E-08,1.32E-06,4.13E-08,3.25E-09,1.93E-07,3.18E-09,2.36E-07,5.80E-08,8.78E-09
Img-20.jpg,2.59E-06,7.72E-07,4.04E-06,1.28E-06,0.9995497,4.01E-08,9.90E-07,1.89E-06,6.09E-07,2.46E-06,8.64E-06,2.23E-06,9.80E-06,2.63E-06,1.83E-07,0.000373623,1.46E-06,6.70E-08,1.61E-05,2.32E-07,1.45E-06,1.69E-07,4.62E-06,5.59E-06,1.64E-07,1.36E-07,3.91E-06,2.37E-06,1.77E-06,5.61E-07
Img-21.jpg,0.000472207,0.003204438,2.08E-05,1.12E-06,6.40E-06,0.000105469,6.20E-05,0.014987419,0.000113627,0.9753149,3.79E-05,6.90E-05,0.003409929,1.11E-05,3.11E-05,1.82E-05,1.30E-05,3.17E-06,0.001139936,0.000117263,6.08E-06,2.36E-05,5.44E-08,2.91E-06,4.95E-05,0.0005247,2.28E-06,0.000136236,8.38E-05,3.20E-05
Img-22.jpg,4.23E-05,1.89E-05,6.60E-06,4.48E-05,0.01033417,1.60E-06,3.15E-05,8.24E-06,2.18E-06,3.43E-06,0.000256034,4.47E-05,0.0001665,1.13E-05,6.49E-06,0.027743453,2.32E-06,7.69E-06,0.000223038,4.41E-06,1.04E-05,3.92E-06,0.9609318,6.57E-06,9.97E-07,1.07E-06,3.20E-05,4.92E-05,2.31E-06,1.96E-06
Img-23.jpg,3.16E-08,5.02E-08,6.90E-09,1.63E-07,1.63E-08,1.23E-07,5.36E-09,2.10E-06,0.9999956,2.31E-07,2.20E-07,1.24E-07,3.18E-07,1.54E-07,1.34E-09,5.04E-09,4.15E-07,1.54E-08,4.74E-08,6.83E-08,2.23E-08,4.03E-08,5.31E-08,2.31E-07,5.11E-09,6.96E-09,5.84E-09,1.91E-09,2.11E-07,7.38E-08
Img-24.jpg,4.38E-09,5.45E-08,2.60E-07,3.27E-07,5.23E-08,2.32E-07,2.46E-08,4.53E-07,0.9999949,7.72E-07,2.41E-07,8.02E-07,1.10E-07,1.25E-07,3.54E-09,1.57E-08,2.12E-07,2.14E-08,1.58E-08,4.58E-08,4.39E-08,1.15E-06,1.43E-09,2.03E-08,3.55E-08,1.76E-08,3.06E-09,3.27E-08,1.98E-07,3.47E-08
Img-25.jpg,2.26E-06,1.94E-06,7.13E-07,4.82E-06,1.31E-07,1.81E-06,2.41E-07,5.34E-06,1.94E-07,1.11E-06,5.77E-08,2.85E-07,6.69E-07,8.57E-07,3.43E-07,4.66E-08,5.16E-07,9.29E-07,7.63E-08,0.9993102,5.16E-05,2.16E-06,9.95E-08,1.22E-07,0.000591442,7.46E-07,7.92E-06,5.88E-08,4.36E-06,8.95E-06
Img-26.jpg,5.18E-06,5.39E-06,1.97E-06,1.00E-05,7.93E-07,6.52E-07,1.82E-06,1.45E-05,3.06E-07,2.72E-07,4.72E-07,1.72E-06,1.99E-06,1.94E-06,8.71E-07,4.94E-07,7.11E-06,4.04E-06,6.08E-07,0.99817526,9.89E-06,3.48E-06,1.19E-06,7.88E-07,0.001725231,1.29E-05,3.07E-06,4.89E-07,5.69E-06,1.76E-06
Img-27.jpg,1.85E-07,6.22E-06,5.41E-08,2.55E-06,7.47E-07,9.09E-08,2.48E-07,1.43E-07,6.55E-08,4.80E-08,2.02E-08,9.47E-07,4.12E-08,4.52E-07,1.66E-07,1.33E-08,4.84E-06,1.56E-07,9.00E-08,0.9998959,2.11E-06,1.39E-06,1.65E-07,4.63E-09,8.26E-05,1.08E-07,6.95E-07,2.39E-08,2.16E-07,8.31E-08
Img-28.jpg,1.11E-08,6.46E-09,7.10E-08,3.97E-07,4.62E-09,6.29E-08,5.35E-08,9.79E-07,1.40E-08,3.09E-08,1.61E-08,2.76E-07,9.88E-08,5.81E-08,2.21E-07,2.05E-08,2.33E-06,2.39E-07,2.94E-09,1.46E-07,2.96E-07,1.01E-06,3.99E-08,9.51E-08,4.30E-07,2.80E-08,0.99999124,1.47E-08,2.13E-06,1.59E-07
Img-29.jpg,1.06E-08,7.18E-06,1.96E-09,1.81E-09,1.54E-09,3.32E-08,1.43E-08,6.92E-07,4.86E-08,1.13E-08,8.09E-10,3.68E-10,1.67E-06,3.94E-08,1.10E-07,3.46E-08,8.18E-08,2.12E-08,9.36E-08,0.9999672,3.22E-08,2.46E-07,2.80E-09,6.23E-09,2.21E-05,8.35E-09,1.06E-08,2.76E-07,1.49E-08,2.16E-09
Img-30.jpg,3.64E-06,0.000123892,4.88E-06,1.37E-05,3.87E-06,1.66E-05,4.96E-06,7.45E-06,1.35E-06,4.69E-06,1.48E-05,5.40E-07,8.15E-06,8.19E-06,4.85E-05,2.45E-05,8.10E-06,7.14E-06,6.81E-07,0.000112723,0.99878263,1.07E-05,4.77E-07,6.34E-06,4.44E-05,8.87E-06,3.30E-05,7.72E-06,0.000175446,0.000512148
Img-31.jpg,8.28E-08,7.56E-08,6.52E-08,6.25E-06,4.17E-08,4.27E-09,2.53E-07,3.08E-07,4.60E-08,5.05E-07,3.61E-06,6.87E-09,9.93E-09,2.14E-08,4.38E-07,4.30E-07,1.53E-07,5.42E-08,2.54E-08,1.12E-08,2.39E-06,2.86E-08,5.66E-09,8.32E-10,2.80E-09,4.61E-07,1.25E-06,6.17E-09,1.39E-07,0.99998343
Img-32.jpg,6.99E-09,1.22E-08,6.58E-08,6.11E-08,0.9999418,1.50E-09,1.57E-06,4.43E-08,2.09E-08,9.10E-08,1.89E-06,2.58E-06,4.42E-08,1.35E-08,1.62E-08,7.50E-07,3.12E-09,8.40E-08,4.45E-05,3.94E-08,4.90E-08,5.16E-09,6.55E-06,3.04E-08,1.60E-08,1.04E-08,3.34E-08,1.24E-08,3.57E-09,1.93E-08
Img-33.jpg,2.55E-08,6.03E-08,6.42E-08,4.36E-08,1.24E-08,9.76E-07,6.34E-06,1.15E-08,2.30E-07,1.64E-09,4.69E-06,0.9997543,2.25E-08,1.89E-07,1.57E-06,2.36E-09,1.05E-09,4.69E-07,1.14E-08,3.32E-07,1.11E-08,2.41E-08,2.50E-05,1.16E-07,1.64E-08,1.18E-08,4.74E-09,0.000205948,1.46E-08,1.83E-08
Img-34.jpg,1.37E-10,9.73E-10,3.43E-11,7.76E-10,3.40E-12,1.09E-09,1.96E-11,5.11E-11,4.48E-10,9.82E-10,3.47E-12,1.23E-12,1.65E-09,1.07E-09,1.74E-12,2.42E-12,1.71E-10,1.20E-08,3.37E-11,2.03E-07,3.73E-11,6.75E-10,3.42E-11,3.17E-10,1,6.90E-10,3.39E-11,1.60E-10,1.04E-08,4.64E-11
Img-35.jpg,7.37E-10,3.38E-08,4.00E-06,1.37E-09,4.02E-09,2.19E-08,8.16E-09,6.46E-09,1.88E-08,9.47E-10,4.98E-08,3.58E-08,9.96E-10,2.89E-09,8.39E-08,3.43E-09,1.58E-08,0.9999927,8.06E-10,2.19E-08,4.41E-08,3.99E-08,1.70E-10,7.24E-09,2.36E-09,8.85E-09,1.80E-09,1.15E-08,3.37E-06,3.10E-08
Img-36.jpg,3.81E-07,1.55E-06,7.54E-07,1.24E-05,3.48E-07,3.08E-06,8.08E-07,6.73E-07,2.37E-07,1.79E-07,6.09E-07,3.44E-07,7.74E-07,3.42E-07,1.14E-06,5.75E-07,1.37E-05,1.00E-06,3.96E-08,5.17E-07,1.15E-05,1.58E-05,1.01E-06,2.47E-07,1.36E-06,3.44E-06,0.99992216,1.78E-07,2.92E-06,1.98E-06
Img-37.jpg,3.57E-06,2.96E-05,1.15E-05,0.000231795,1.81E-05,1.49E-07,1.86E-05,4.60E-06,7.29E-06,8.17E-05,0.003901719,2.91E-06,2.62E-06,2.31E-05,1.20E-05,2.35E-05,2.17E-06,0.000166245,3.53E-06,1.14E-06,8.33E-05,1.14E-06,8.11E-07,8.97E-07,1.46E-06,5.23E-05,3.56E-05,3.12E-06,2.42E-05,0.9952513
Img-38.jpg,0.9999115,1.78E-05,3.79E-07,1.32E-05,1.95E-06,3.32E-07,2.11E-07,1.40E-06,1.41E-06,8.13E-07,5.94E-07,2.21E-07,5.98E-07,2.43E-06,9.99E-08,1.05E-05,5.48E-06,1.14E-06,4.03E-07,4.48E-07,1.53E-06,5.89E-06,6.48E-07,5.97E-07,1.14E-07,1.05E-05,1.69E-06,2.30E-07,6.62E-06,1.48E-06
Img-39.jpg,5.05E-08,1.00E-07,2.35E-08,1.54E-08,8.73E-09,3.00E-08,1.24E-07,3.14E-05,1.04E-07,0.9999609,2.09E-08,4.91E-08,1.62E-08,1.51E-07,4.95E-09,1.79E-08,8.38E-09,7.74E-09,1.87E-08,4.46E-07,8.67E-07,3.98E-08,1.16E-09,2.83E-08,1.53E-06,3.73E-07,3.41E-09,8.37E-09,1.76E-08,3.41E-06
Img-40.jpg,6.23E-07,0.9956404,1.11E-07,2.20E-07,1.84E-07,3.78E-06,0.000102591,9.86E-08,1.33E-07,2.31E-07,1.81E-08,8.05E-07,3.26E-06,1.20E-07,7.34E-08,7.37E-08,5.99E-07,8.33E-08,8.05E-09,2.33E-08,6.16E-06,2.26E-07,1.32E-08,2.37E-09,4.25E-06,0.004235148,4.53E-07,1.59E-08,3.06E-09,4.22E-07
Img-41.jpg,8.69E-05,0.00416172,9.93E-05,8.95E-06,4.39E-06,0.006662677,0.000387064,7.85E-05,0.9798358,0.001531042,3.96E-06,0.000336884,8.88E-06,0.000151872,8.38E-05,4.06E-06,0.000130584,8.27E-05,5.24E-05,4.41E-05,2.47E-06,0.0004436,6.25E-05,0.0012868,0.000151549,4.70E-05,8.25E-07,0.000155245,0.004085707,8.64E-06
Img-42.jpg,1.80E-05,6.80E-06,0.00017071,0.000138154,0.000272823,5.83E-05,0.000635019,0.8687693,0.004295209,0.032804526,0.000419793,7.65E-05,0.08406428,0.000347859,0.000111078,0.000146007,0.005007508,4.49E-05,5.53E-05,0.000112674,9.61E-05,0.000176126,0.000155223,6.76E-05,0.000800056,0.000206634,0.00054522,9.67E-05,0.000287264,1.45E-05
Img-43.jpg,0.000255645,2.36E-05,6.71E-05,5.26E-05,0.09621729,4.18E-06,2.20E-05,0.000131701,1.01E-05,0.000266789,3.07E-05,2.47E-05,0.24334946,2.43E-05,8.12E-06,0.6365789,8.75E-06,9.56E-06,0.022355359,7.59E-07,5.93E-06,1.74E-05,0.000187108,0.000132544,1.12E-05,2.38E-05,1.41E-05,8.22E-05,2.74E-05,5.70E-05
Img-44.jpg,1.29E-05,3.61E-05,0.000102433,0.001228004,5.92E-06,0.00058601,6.32E-06,0.000188894,2.67E-05,0.00051376,3.69E-05,7.78E-05,2.20E-05,8.26E-05,0.000213717,3.05E-06,0.000309727,0.007358989,2.94E-06,0.008313446,0.000564444,2.62E-05,4.90E-05,0.001131064,0.97095555,4.72E-05,7.58E-05,1.77E-05,0.00791412,9.05E-05
Img-45.jpg,1.37E-07,1.29E-08,1.58E-08,4.57E-10,9.92E-10,2.49E-07,1.02E-08,4.28E-07,2.72E-07,4.76E-09,1.83E-08,1.59E-09,0.99999696,2.98E-08,1.74E-08,1.94E-08,4.85E-09,3.17E-09,1.76E-06,2.12E-08,2.55E-09,2.79E-08,1.27E-07,1.05E-08,4.59E-09,2.01E-08,2.51E-07,4.71E-08,4.09E-09,2.95E-09
Img-46.jpg,6.36E-08,1.56E-07,4.25E-06,2.54E-06,2.03E-06,1.37E-06,1.35E-05,1.54E-05,4.59E-06,5.42E-07,0.99976903,1.18E-06,6.09E-06,3.46E-06,2.22E-06,1.72E-05,2.57E-07,2.07E-05,3.46E-06,2.98E-07,1.10E-05,7.87E-08,3.14E-05,2.52E-06,6.16E-07,4.50E-07,2.78E-06,6.24E-05,1.26E-05,7.60E-06
Img-47.jpg,1.53E-05,3.66E-07,5.00E-07,5.94E-08,2.03E-06,1.45E-07,1.49E-06,1.96E-06,7.55E-07,4.69E-07,4.43E-07,4.01E-07,0.9999126,2.99E-06,1.04E-07,3.63E-05,2.12E-08,2.52E-07,1.64E-07,1.37E-06,9.94E-07,3.60E-08,1.68E-05,1.65E-06,3.55E-07,1.10E-06,5.04E-07,7.59E-07,6.75E-08,2.04E-07
Img-48.jpg,5.08E-06,3.76E-07,3.24E-08,0.9999466,1.88E-07,1.61E-07,1.40E-07,3.33E-07,1.22E-06,2.58E-07,8.52E-08,5.88E-08,1.40E-07,4.66E-07,1.51E-07,2.02E-08,2.72E-06,3.63E-07,6.40E-08,1.27E-05,2.80E-06,2.18E-08,6.66E-08,1.40E-06,1.62E-05,1.88E-08,6.82E-07,7.39E-09,2.19E-06,5.78E-06
Img-49.jpg,2.68E-06,1.86E-06,4.97E-06,3.78E-06,4.34E-07,2.64E-07,7.24E-05,0.000787635,1.17E-05,0.99601203,3.92E-06,1.87E-06,3.22E-05,1.69E-05,2.45E-07,1.62E-05,9.28E-07,2.70E-06,2.08E-06,5.48E-06,4.71E-06,3.47E-06,2.76E-07,1.10E-06,5.36E-06,3.34E-05,7.94E-06,6.75E-07,1.43E-05,0.002948816
Img-50.jpg,1.05E-09,1.24E-09,3.06E-10,1.16E-08,2.97E-09,7.43E-08,5.06E-09,7.01E-09,1,1.04E-08,2.33E-08,1.66E-08,9.53E-09,8.06E-09,4.92E-11,1.03E-10,1.90E-09,5.48E-10,5.61E-10,1.24E-08,2.97E-10,2.09E-09,4.66E-10,1.39E-09,1.14E-09,9.94E-10,1.35E-10,2.71E-10,4.25E-08,2.03E-09
Img-51.jpg,0.002548193,1.96E-06,1.46E-05,2.65E-05,2.03E-05,4.90E-07,8.64E-06,2.02E-06,1.67E-06,3.19E-06,5.74E-05,7.21E-07,0.00020444,5.75E-06,2.80E-06,0.99705267,1.32E-06,3.50E-06,1.28E-05,3.32E-07,7.91E-07,1.23E-06,1.59E-05,2.38E-06,1.10E-06,1.78E-06,2.51E-06,8.05E-08,1.09E-06,3.74E-06
Img-52.jpg,2.65E-05,0.000133861,4.21E-06,3.03E-07,8.91E-07,0.9981144,1.72E-05,0.000733969,3.32E-05,0.000834939,5.38E-07,3.00E-06,6.10E-06,1.93E-05,4.14E-07,4.63E-06,9.47E-06,4.84E-06,2.93E-07,4.52E-06,2.57E-06,5.70E-06,3.46E-07,4.75E-07,1.76E-05,8.05E-06,6.99E-07,1.17E-07,9.32E-07,1.10E-05
Img-53.jpg,1.73E-06,4.78E-05,4.98E-06,5.66E-06,7.23E-06,0.000140449,2.49E-06,0.994058,0.000179478,0.000130347,0.00024181,9.50E-06,2.51E-06,5.87E-06,1.23E-06,1.62E-06,1.93E-05,2.15E-06,0.004866458,8.44E-05,2.79E-06,5.09E-07,5.41E-06,6.55E-07,1.22E-05,6.10E-06,5.76E-06,9.19E-06,0.000123973,2.04E-05
Img-54.jpg,1.17E-05,1.01E-06,4.67E-07,5.48E-06,0.99986935,2.71E-08,4.80E-07,2.12E-07,2.93E-07,2.62E-06,1.62E-05,5.75E-06,1.39E-06,4.32E-07,7.75E-08,5.12E-06,3.73E-07,8.76E-07,5.02E-05,9.64E-08,1.20E-05,7.40E-07,4.37E-06,1.24E-06,6.00E-07,4.52E-06,2.52E-06,2.16E-07,7.58E-07,1.17E-06
Img-55.jpg,6.99E-07,6.19E-07,3.20E-07,2.07E-06,0.99996394,3.62E-08,1.14E-06,5.35E-08,2.55E-07,2.06E-07,5.38E-06,4.73E-06,4.73E-07,1.28E-07,5.24E-08,2.66E-06,3.54E-07,2.90E-07,3.14E-06,1.37E-07,2.40E-07,8.07E-08,2.87E-06,2.73E-06,1.52E-06,6.24E-08,5.17E-06,6.19E-07,1.17E-07,1.05E-07
Img-56.jpg,9.43E-07,6.32E-07,9.30E-08,2.23E-08,1.01E-07,1.49E-06,2.67E-07,3.75E-05,6.15E-07,1.20E-05,3.37E-08,8.63E-09,0.9999363,2.85E-07,2.19E-07,5.15E-06,1.46E-08,5.89E-08,2.29E-06,5.27E-07,1.21E-08,6.37E-08,1.08E-07,1.32E-07,4.86E-08,6.80E-08,8.16E-07,7.28E-08,4.48E-08,1.31E-07
Img-57.jpg,1.61E-07,1.11E-07,2.06E-06,1.10E-06,1.48E-07,2.35E-06,3.68E-05,0.9992161,2.03E-05,3.80E-05,2.59E-05,2.47E-07,3.75E-06,2.24E-06,1.14E-06,1.81E-07,2.90E-06,8.76E-08,0.000535678,6.83E-05,1.41E-07,5.00E-07,4.54E-08,3.04E-06,2.55E-05,3.85E-06,1.69E-07,2.82E-06,4.64E-06,1.79E-06
Img-58.jpg,3.92E-07,2.47E-08,8.28E-08,1.54E-07,1.18E-06,8.08E-08,2.54E-06,4.09E-06,7.20E-06,2.47E-06,2.18E-06,5.26E-08,0.9999653,2.02E-07,6.62E-08,2.92E-06,6.97E-08,1.01E-07,8.46E-07,1.86E-07,6.32E-07,4.38E-08,3.49E-07,2.00E-08,3.07E-08,3.03E-07,1.26E-07,1.48E-07,2.78E-07,8.29E-06
Img-59.jpg,0.001299081,0.000206564,0.000308105,0.000417334,0.9209131,8.66E-06,0.000493671,0.00034497,5.76E-05,0.000206605,0.006298709,0.000417478,0.005858103,7.29E-05,3.52E-05,0.039754953,3.69E-05,0.000280572,0.004835059,0.000114669,2.83E-05,0.000112875,0.013708142,0.000799624,0.000104852,0.000122916,0.001822526,1.52E-05,0.000983005,0.000342126
Img-60.jpg,7.24E-06,5.16E-08,9.67E-08,3.04E-08,2.45E-07,5.94E-09,2.39E-07,1.45E-06,1.15E-07,3.22E-07,2.57E-08,9.16E-09,0.9997843,2.85E-07,8.23E-09,0.000203396,2.42E-09,3.83E-09,2.30E-07,4.34E-08,3.22E-08,1.28E-08,2.43E-07,5.29E-07,8.99E-08,1.36E-07,4.69E-07,1.27E-07,1.54E-08,1.27E-07
Img-61.jpg,9.50E-07,8.03E-08,7.26E-07,8.26E-07,1.94E-07,7.20E-06,1.26E-05,9.41E-06,3.64E-06,2.00E-07,1.09E-06,1.21E-05,8.20E-07,2.19E-06,7.41E-07,4.13E-07,1.41E-06,8.23E-07,1.82E-08,0.00036182,0.99919397,9.55E-06,1.89E-07,1.84E-07,1.58E-05,8.77E-06,9.32E-06,2.58E-08,0.000309718,3.52E-05
Img-62.jpg,9.49E-12,2.38E-10,6.95E-11,1.74E-11,6.18E-12,8.00E-11,6.10E-13,7.23E-12,1.34E-09,3.60E-10,3.52E-12,3.82E-12,2.27E-11,1,1.23E-09,5.67E-14,5.25E-10,3.65E-11,6.88E-11,4.83E-10,1.11E-11,3.71E-11,1.58E-11,5.03E-08,9.33E-10,1.05E-11,2.84E-12,3.89E-09,3.74E-11,1.27E-11
Img-63.jpg,9.81E-06,6.77E-05,0.000127795,0.007070107,0.000955681,6.99E-06,0.000381907,6.67E-06,6.47E-06,4.94E-05,0.001428449,2.63E-05,3.26E-06,5.30E-05,0.000266585,0.000633309,3.23E-05,0.001743935,5.24E-06,6.13E-05,0.9524835,2.65E-05,0.000132724,4.35E-06,0.000433724,0.00033049,0.029941518,3.61E-06,0.002421129,0.001286365
